filename	bytes	url
E_WT_1_T_IGO_14361_5_S14_L001_R2_001.fastq.gz	691593101	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161245/E_WT_1_T_IGO_14361_5_S14_L001_R2_001.fastq.gz
E_WT_1_T_IGO_14361_5_S14_L002_R1_001.fastq.gz	319746035	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161246/E_WT_1_T_IGO_14361_5_S14_L002_R1_001.fastq.gz
E_WT_1_T_IGO_14361_5_S14_L002_R2_001.fastq.gz	691583160	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161246/E_WT_1_T_IGO_14361_5_S14_L002_R2_001.fastq.gz
E_WT_1_T_IGO_14361_5_S35_L001_R1_001.fastq.gz	1192159240	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161247/E_WT_1_T_IGO_14361_5_S35_L001_R1_001.fastq.gz
E_WT_1_T_IGO_14361_5_S35_L001_R2_001.fastq.gz	2700313579	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161247/E_WT_1_T_IGO_14361_5_S35_L001_R2_001.fastq.gz
E_WT_1_T_IGO_14361_5_S35_L002_R1_001.fastq.gz	1167415414	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161248/E_WT_1_T_IGO_14361_5_S35_L002_R1_001.fastq.gz
E_WT_1_T_IGO_14361_5_S35_L002_R2_001.fastq.gz	2642923106	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161248/E_WT_1_T_IGO_14361_5_S35_L002_R2_001.fastq.gz
E_WT_1_T_IGO_14361_B_5_S6_L001_R1_001.fastq.gz	1695915369	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161249/E_WT_1_T_IGO_14361_B_5_S6_L001_R1_001.fastq.gz
E_WT_1_T_IGO_14361_B_5_S6_L001_R2_001.fastq.gz	3704399066	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161249/E_WT_1_T_IGO_14361_B_5_S6_L001_R2_001.fastq.gz
E_WT_1_T_IGO_14361_B_5_S6_L002_R1_001.fastq.gz	1741344982	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161250/E_WT_1_T_IGO_14361_B_5_S6_L002_R1_001.fastq.gz
E_WT_1_T_IGO_14361_B_5_S6_L002_R2_001.fastq.gz	3802240468	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161250/E_WT_1_T_IGO_14361_B_5_S6_L002_R2_001.fastq.gz
E_WT_1_T_IGO_14361_B_5_S6_L003_R1_001.fastq.gz	1737211680	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161251/E_WT_1_T_IGO_14361_B_5_S6_L003_R1_001.fastq.gz
E_WT_1_T_IGO_14361_B_5_S6_L003_R2_001.fastq.gz	3788457298	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161251/E_WT_1_T_IGO_14361_B_5_S6_L003_R2_001.fastq.gz
E_WT_2_T_IGO_14361_15_S22_L001_R1_001.fastq.gz	163544306	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161252/E_WT_2_T_IGO_14361_15_S22_L001_R1_001.fastq.gz
E_WT_2_T_IGO_14361_15_S22_L001_R2_001.fastq.gz	352924184	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161252/E_WT_2_T_IGO_14361_15_S22_L001_R2_001.fastq.gz
E_WT_2_T_IGO_14361_15_S22_L002_R1_001.fastq.gz	162288826	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161253/E_WT_2_T_IGO_14361_15_S22_L002_R1_001.fastq.gz
E_WT_2_T_IGO_14361_15_S22_L002_R2_001.fastq.gz	350832930	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161253/E_WT_2_T_IGO_14361_15_S22_L002_R2_001.fastq.gz
E_WT_2_T_IGO_14361_15_S59_L003_R1_001.fastq.gz	1303652105	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161254/E_WT_2_T_IGO_14361_15_S59_L003_R1_001.fastq.gz
E_WT_2_T_IGO_14361_15_S59_L003_R2_001.fastq.gz	2935572576	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161254/E_WT_2_T_IGO_14361_15_S59_L003_R2_001.fastq.gz
E_WT_2_T_IGO_14361_15_S59_L004_R1_001.fastq.gz	1304230499	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161255/E_WT_2_T_IGO_14361_15_S59_L004_R1_001.fastq.gz
E_WT_2_T_IGO_14361_15_S59_L004_R2_001.fastq.gz	2925009134	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161255/E_WT_2_T_IGO_14361_15_S59_L004_R2_001.fastq.gz
E_WT_2_T_IGO_14361_B_15_S15_L001_R1_001.fastq.gz	2374710100	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161256/E_WT_2_T_IGO_14361_B_15_S15_L001_R1_001.fastq.gz
E_WT_2_T_IGO_14361_B_15_S15_L001_R2_001.fastq.gz	5231660137	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161256/E_WT_2_T_IGO_14361_B_15_S15_L001_R2_001.fastq.gz
E_WT_2_T_IGO_14361_B_15_S15_L002_R1_001.fastq.gz	2396667767	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161257/E_WT_2_T_IGO_14361_B_15_S15_L002_R1_001.fastq.gz
E_WT_2_T_IGO_14361_B_15_S15_L002_R2_001.fastq.gz	5279365489	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161257/E_WT_2_T_IGO_14361_B_15_S15_L002_R2_001.fastq.gz
E_WT_2_T_IGO_14361_B_15_S15_L003_R1_001.fastq.gz	2384507697	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161258/E_WT_2_T_IGO_14361_B_15_S15_L003_R1_001.fastq.gz
E_WT_2_T_IGO_14361_B_15_S15_L003_R2_001.fastq.gz	5244515755	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161258/E_WT_2_T_IGO_14361_B_15_S15_L003_R2_001.fastq.gz
E_WT_LA_IGO_14361_20_S64_L003_R1_001.fastq.gz	440118188	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161329/E_WT_LA_IGO_14361_20_S64_L003_R1_001.fastq.gz
E_WT_LA_IGO_14361_20_S64_L003_R2_001.fastq.gz	469735031	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161329/E_WT_LA_IGO_14361_20_S64_L003_R2_001.fastq.gz
E_WT_LA_IGO_14361_20_S64_L004_R1_001.fastq.gz	440203605	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161330/E_WT_LA_IGO_14361_20_S64_L004_R1_001.fastq.gz
E_WT_LA_IGO_14361_20_S64_L004_R2_001.fastq.gz	467045504	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161330/E_WT_LA_IGO_14361_20_S64_L004_R2_001.fastq.gz
F_WT_LA_IGO_14361_21_S65_L003_R1_001.fastq.gz	476287184	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161331/F_WT_LA_IGO_14361_21_S65_L003_R1_001.fastq.gz
F_WT_LA_IGO_14361_21_S65_L003_R2_001.fastq.gz	495359098	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161331/F_WT_LA_IGO_14361_21_S65_L003_R2_001.fastq.gz
F_WT_LA_IGO_14361_21_S65_L004_R1_001.fastq.gz	476961143	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161332/F_WT_LA_IGO_14361_21_S65_L004_R1_001.fastq.gz
F_WT_LA_IGO_14361_21_S65_L004_R2_001.fastq.gz	492743163	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161332/F_WT_LA_IGO_14361_21_S65_L004_R2_001.fastq.gz
F_WT_T_IGO_14361_6_S15_L001_R1_001.fastq.gz	226187457	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161259/F_WT_T_IGO_14361_6_S15_L001_R1_001.fastq.gz
F_WT_T_IGO_14361_6_S15_L001_R2_001.fastq.gz	485516830	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161259/F_WT_T_IGO_14361_6_S15_L001_R2_001.fastq.gz
F_WT_T_IGO_14361_6_S15_L002_R1_001.fastq.gz	225208557	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161260/F_WT_T_IGO_14361_6_S15_L002_R1_001.fastq.gz
F_WT_T_IGO_14361_6_S15_L002_R2_001.fastq.gz	484325530	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161260/F_WT_T_IGO_14361_6_S15_L002_R2_001.fastq.gz
F_WT_T_IGO_14361_6_S58_L003_R1_001.fastq.gz	1258804824	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161261/F_WT_T_IGO_14361_6_S58_L003_R1_001.fastq.gz
F_WT_T_IGO_14361_6_S58_L003_R2_001.fastq.gz	2813672534	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161261/F_WT_T_IGO_14361_6_S58_L003_R2_001.fastq.gz
F_WT_T_IGO_14361_6_S58_L004_R1_001.fastq.gz	1259407211	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161262/F_WT_T_IGO_14361_6_S58_L004_R1_001.fastq.gz
F_WT_T_IGO_14361_6_S58_L004_R2_001.fastq.gz	2802157894	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161262/F_WT_T_IGO_14361_6_S58_L004_R2_001.fastq.gz
F_WT_T_IGO_14361_B_6_S17_L001_R1_001.fastq.gz	782460472	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161266/F_WT_T_IGO_14361_B_6_S17_L001_R1_001.fastq.gz
F_WT_T_IGO_14361_B_6_S17_L001_R2_001.fastq.gz	1739002374	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161266/F_WT_T_IGO_14361_B_6_S17_L001_R2_001.fastq.gz
F_WT_T_IGO_14361_B_6_S17_L002_R1_001.fastq.gz	776257054	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161267/F_WT_T_IGO_14361_B_6_S17_L002_R1_001.fastq.gz
F_WT_T_IGO_14361_B_6_S17_L002_R2_001.fastq.gz	1731010192	https://ftp.sra.ebi.ac.uk/vol1/run/ERR141/ERR14161267/F_WT_T_IGO_14361_B_6_S17_L002_R2_001.fastq.gz
